"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HINT2",15314501.6236226,0.711360953309706,0.547496651863177,1.29929735805486,0.19384190069394,0.805290755122001
"PTMA",27705642.2282897,1.07916006422734,0.830733049157692,1.29904554215284,0.193928300349893,0.805290755122001
"PSMD5",1063841.67387084,0.480861214156532,0.371726166126223,1.29358990024192,0.19580711290994,0.811924321635181
"HSD17B4",4515360.53775018,-0.34294688324261,0.265640127360138,-1.29102062497382,0.196696525760943,0.814442142533834
"TALDO1",22457219.3120188,0.394768277034103,0.306360690155436,1.28857353348372,0.197546389484627,0.815959489047048
"HUWE1",145017.008187817,0.51392328829553,0.398904181622215,1.28833768100793,0.197628441733848,0.815959489047048
"EEF2",34258215.2618064,-0.202491267993954,0.157947514270634,-1.28201617435395,0.199836972403556,0.821718233783131
"COX4I1",936596874.298594,-0.129598074520455,0.101120576903982,-1.28161921627003,0.199976255850382,0.821718233783131
"EL52",66264390.6883893,0.138630832924221,0.108199527607798,1.28125173916406,0.200105258278813,0.821718233783131
"PTCD3",3357660.57824759,-0.232009317738558,0.181103090299991,-1.28108977795046,0.20016213387025,0.821718233783131
"CSE1L",580464.277933986,1.07150801690946,0.839343991241871,1.27660176052977,0.201742880016038,0.826572420560378
"CUTA",26633809.5002125,0.26121147509285,0.204905111875718,1.27479237927106,0.202382738763987,0.826572420560378
"YWHAG",133243331.163929,-0.311039219050936,0.244040325306552,-1.2745402574768,0.20247201486433,0.826572420560378
"NPPB",1889750.2120128,3.67735962355424,2.88536019893115,1.27448892686483,0.202490194503183,0.826572420560378
"GPD1",4062173.26508151,-1.78729283925369,1.40400756964023,-1.27299373443668,0.203020265211014,0.826578058070802
"FLOT2",3510590.94611693,1.09793703003627,0.862568495381439,1.27286938476781,0.203064394723562,0.826578058070802
"FKBP3",5778072.96763027,-0.341417338932583,0.268659895044485,-1.2708161702961,0.203794054677789,0.828379777183237
"NDUFA8",133472732.254697,-0.176310397337114,0.139230377604109,-1.26632133282321,0.205398062412363,0.832343362242063
"VAT1",24104715.854762,-0.2228208457248,0.176166155965688,-1.2648334437643,0.205931039958204,0.832343362242063
"IMPA1",10040600.3567948,1.06993230523566,0.846663604768242,1.26370414319219,0.206336237475565,0.832343362242063
"AGPAT1",346821.730846355,-3.64472755589174,2.885360747916,-1.26317915654887,0.206524801777656,0.832343362242063
"REEP5",207869938.738701,-0.216123647488589,0.171147024039457,-1.26279524111832,0.206662775412379,0.832343362242063
"ISCU",12399349.1922472,0.302969803169983,0.239922869663951,1.26278000756801,0.206668251509309,0.832343362242063
"DKFZp686B04128",214280.23962447,3.64192190110335,2.88536130316808,1.26220653791418,0.206874476764836,0.832343362242063
"MYH4",24305503.6838423,-1.81311444357927,1.43710305312348,-1.26164539114891,0.207076415138531,0.832343362242063
"TSFM",1447763.89139523,2.13386198742615,1.69288286665747,1.26049003711602,0.207492639684394,0.832856409080892
"PPP2CB",10062453.1388214,0.325271896720563,0.258455426182186,1.25852221996407,0.208202956479455,0.833313723744604
"IDE",430669.369704223,1.34231629202027,1.06710881728799,1.25790010378858,0.208427886165169,0.833313723744604
"AKAP2",1207087.56040079,0.489683072564052,0.389389682559149,1.25756560714643,0.208548898142066,0.833313723744604
"IDH2",494329858.131271,-0.242950211502348,0.193313881984253,-1.25676546872168,0.208838573491619,0.833313723744604
"APOA2",117142639.238994,0.471912525502997,0.375901781733477,1.25541444184373,0.209328349389897,0.833313723744604
"COMP",1552215.54339138,3.62207718091998,2.88536022468053,1.25532928261012,0.209359249267779,0.833313723744604
"CP",14768736.0488852,0.467420461724194,0.372573921316298,1.25457106625392,0.209634512394936,0.833313723744604
"HEL-S-67p",332287822.544827,0.219009657130544,0.174714828292882,1.25352644232011,0.210014182132067,0.833313723744604
"MGST1",8224389.64108515,-3.61127742125575,2.88536008298825,-1.25158639386031,0.21072061500025,0.833313723744604
"FXR1",1097418.31397477,-1.00777438599882,0.805275684806783,-1.25146506347156,0.21076485226966,0.833313723744604
"PGLS",2005703.10606206,1.61893226014971,1.29368034924792,1.25141597852273,0.210782750635329,0.833313723744604
"RPS5",33973803.4745254,-0.260104849665272,0.208182430471976,-1.24940826694924,0.211515786284601,0.835067796466973
"TIMP3",4851427.62017376,2.13195541427814,1.70996356293289,1.24678411896769,0.212476665099433,0.836787681993007
"PSMB3",11129291.610977,1.92091222913074,1.54087766248302,1.2466351326265,0.212531313548466,0.836787681993007
"FABP4",120537154.607915,-0.587852201162354,0.47361759112637,-1.24119587653894,0.214533397739945,0.841734689599728
"NDE1",33903535.8225208,-0.369880171839213,0.298067460650569,-1.24092771157209,0.214632454577265,0.841734689599728
"KARS",2932315.72481737,-0.411508570920268,0.331635574938545,-1.24084568127688,0.214662762143243,0.841734689599728
"DLST",170737586.389963,-0.170736496303972,0.137977483017631,-1.23742289372067,0.21593012380953,0.845555410195797
"ATP5O",611799371.95345,-0.220964158451344,0.178916068840675,-1.23501572487664,0.216824651865075,0.847907784935781
"PTPN11",677484.539453192,1.32377798750673,1.07482173817957,1.23162561798278,0.218088966785505,0.851697913589942
"FSCN1",2563297.67815088,1.00222819104735,0.814539005617728,1.23042381535466,0.218538439724916,0.851713241791602
"C8A",1645245.40482126,1.84676859347444,1.50141162490467,1.23002150965209,0.218689050220527,0.851713241791602
"SLC25A6",11979067.4026569,0.28429435197188,0.231384136776915,1.22866829131842,0.219196199414954,0.851713241791602
"PSMA4",12793332.2313014,0.40858143141924,0.332595748052991,1.22846258201155,0.219273367515994,0.851713241791602
"ANXA1",31825341.7327299,0.375663802072434,0.306626069626708,1.22515284668969,0.220517636899238,0.855395027004301
"GARS",539652.578560078,1.82087594795117,1.49069546830358,1.22149425329866,0.221898940131098,0.859597773447449
"NDUFA2",204889521.543923,-0.142715632113575,0.116976399959507,-1.22003782098764,0.222450537807565,0.860579426424439
"ARHGDIB",3472978.54005375,1.8867768059932,1.54917265107167,1.21792545504079,0.223252301984492,0.862524957867797
"ATP6",689031177.879177,-0.402451436219981,0.3308263153024,-1.21650369878258,0.223793102897367,0.863458415724335
"HARS2",1972195.34649686,0.43138124624091,0.354958846897654,1.21529932275583,0.224251950129015,0.864073602232759
"EEF1A2",263299130.587494,0.0812378841877305,0.0669427128088655,1.2135433533995,0.224922149635126,0.865500431795964
"PDLIM7",2675623.01001807,1.33494914161422,1.10164125954548,1.21178208427397,0.225595808060765,0.866936753746163
"LGALS1",974104037.093485,-0.16360406506914,0.135263250395538,-1.20952338932214,0.2264618308228,0.86910750499282
"RUVBL1",6054688.19989213,-0.337962835363552,0.27986358348478,-1.2075984704953,0.227201747836142,0.870789168997484
"LUM",550881891.720952,-0.292859650822461,0.242831318041576,-1.2060209250782,0.227809422262691,0.871960202453747
"HEL-S-37",3829096.08039796,0.986297928813372,0.818371041040262,1.20519651765738,0.228127446410414,0.872020940848285
"ELAVL1",2948137.40343947,0.407615737493469,0.339021271795916,1.20233086063946,0.229235364812016,0.875038060188297
"KCTD12",3948111.64919767,0.388462452813693,0.323396223745351,1.20119662596795,0.229674937911748,0.875038060188297
"GLOD4",6164333.52678558,0.349677581072433,0.291329878324415,1.20028053107222,0.23003040833675,0.875038060188297
"ITIH1",12992378.2075972,0.714628152055267,0.59561253928137,1.19982052916061,0.230209049417782,0.875038060188297
"CTSG",2494610.78151607,2.29656307616304,1.91500766456973,1.19924484828579,0.230432753202739,0.875038060188297
"NDUFB9",251592110.855703,-0.226619279148283,0.189322457356949,-1.19700157240731,0.231305941871014,0.876319253622107
"LAMP1",4163254.35490919,0.120716890895514,0.100864854405476,1.19681817424961,0.231377432869039,0.876319253622107
"PSMA2",4005737.88079419,0.963756701071169,0.806679919267491,1.19472008420181,0.232196412759524,0.878268476047166
"S100A6",319417428.041045,0.214423881593822,0.180377623880083,1.18874989580955,0.234538099763886,0.884260506032758
"HEL-213",853592962.065787,0.211225353867166,0.177696833399039,1.18868383767332,0.234564102973032,0.884260506032758
"DEK",1469618.14789598,1.85480756197001,1.56084008665147,1.1883392653947,0.234699773950482,0.884260506032758
"ETFA",360476866.323954,0.202799324055099,0.17079538541367,1.18738175252168,0.235077074292728,0.884527296491281
"ASNA1",912683.364864239,0.968397221703679,0.819094624360818,1.18227759394633,0.237095573003933,0.890960707928841
"SYNGR2",516654.845705485,3.4088340201698,2.88536050587926,1.18142395490058,0.237434346413076,0.891073502923454
"CPOX",70013.0291278566,3.40365598687708,2.88536337662722,1.17962819326268,0.238148124646169,0.892591542504992
"NACA",12168226.0932785,-0.186565671187229,0.159018021117159,-1.17323602618456,0.24070116869906,0.899068626006222
"ATP1B1",66815490.8742598,0.313203211467558,0.266977396185803,1.17314505251068,0.240737642375004,0.899068626006222
"BGN",167094922.32815,0.473499852146189,0.403678579110156,1.17296254160908,0.240810827409151,0.899068626006222
"MYL6",125515199.68232,0.256054032910838,0.218618784638324,1.17123527758351,0.241504218867307,0.900245289704787
"C8G",6150576.43344573,1.5352452035628,1.31147569767121,1.17062421079471,0.24174986123396,0.900245289704787
"ABLIM3",200708.986576707,-3.36563168836661,2.88536107547104,-1.16645078391693,0.243432236195625,0.903358988951339
"FKBP1A",137457795.712273,0.359794573258272,0.308706333665719,1.16549138783746,0.243820144265106,0.903358988951339
"SERPINH1",4968509.03556296,0.471351373597321,0.404606528420327,1.16496235351807,0.244034231833016,0.903358988951339
"ABCB10",166015.019951388,-3.35485378763987,2.88536128142933,-1.16271532762024,0.244945020686689,0.903358988951339
"SAMM50",29002859.8445448,-0.162117056101966,0.139449496222203,-1.16255031745431,0.245011998283763,0.903358988951339
"HCFC1",165516.930920137,-0.238035240749171,0.204799878407264,-1.16228213903435,0.245120879269277,0.903358988951339
"DYNC1H1",7830912.25149434,-0.134235337960756,0.115533269227052,-1.16187604539218,0.245285818733032,0.903358988951339
"IGJ",2651426.23998851,2.6649807555116,2.29434503537374,1.161543148229,0.245421086690092,0.903358988951339
"OLA1",3984462.69873402,0.324522686069958,0.279415437802766,1.16143434529567,0.245465308534658,0.903358988951339
"HNRPR",2861270.99396604,0.44220675935425,0.381168275170975,1.16013526874947,0.245993736729241,0.903358988951339
"RPS2",15873576.0767328,-0.396763913276358,0.34209386066364,-1.15981009570491,0.246126132781005,0.903358988951339
"CAP2",8069634.08029725,0.372057073752684,0.320938131759857,1.15927973940808,0.246342177513757,0.903358988951339
"ATG3",536451.815681279,3.33837203355402,2.88536047191285,1.15700345452533,0.247270948969315,0.904343177232506
"MRPS27",3340013.65101529,-0.230154011264931,0.199035607868783,-1.15634591081141,0.247539696324863,0.904343177232506
"PDCD6IP",8573305.45785863,0.20478099854729,0.177174539097466,1.15581504876746,0.247756816238144,0.904343177232506
"FH",260091177.03872,0.196349284170302,0.169918004128162,1.1555531456349,0.247863982394633,0.904343177232506
"TNKS1BP1",43458.9401236436,3.33196034672917,2.88536518962721,1.15477942227468,0.248180765863786,0.904355669549099
"NDUFS4",71870067.4922808,-0.306043149879279,0.265434810188041,-1.15298799604494,0.248915311585555,0.904626036338512
"NAP1L4",17160080.3842905,0.338144614970555,0.293433808603508,1.15237101198336,0.249168647624483,0.904626036338512
"SKP1",12293889.3735292,0.329980969122829,0.286379997085655,1.15224866429527,0.249218905464742,0.904626036338512
"PHB2",79108259.1271251,-0.119959367230104,0.104172689687189,-1.15154334202485,0.249508775095445,0.904626036338512
"KTN1",3361412.31819876,0.301761562513582,0.262790472231514,1.14829719643616,0.250845896096438,0.908332818236285
"USMG5",637903850.457029,-0.234640548041666,0.204501659789908,-1.14737723049642,0.251225747514658,0.908568304921432
"ATP6V1E1",1128345.46903334,3.29652027197607,2.88536024811785,1.1424986790216,0.253246794814652,0.914169274483972
"ATP1A2",12433504.5376598,0.246591298802789,0.215908389738352,1.14211077717554,0.253407976294933,0.914169274483972
"MARS",712757.329618553,1.48505425783065,1.30185066192229,1.14072550812997,0.25398416812287,0.915104006495135
"SYNE2",49351.5954536494,-2.12994755463153,1.87249031920868,-1.13749456153752,0.255331596807288,0.916985039856404
"PROS1",569370.447221557,3.28142065598767,2.88536043508621,1.13726542309423,0.255427344679098,0.916985039856404
"H2AFY",28772375.8948871,0.243787249304504,0.21437714761851,1.13718860434849,0.255459449772886,0.916985039856404
"DAD1",18701297.0850726,-0.308387140055955,0.271380099934037,-1.13636607890893,0.255803386155186,0.917078971979957
"C6",524040.086737429,2.37116910641141,2.08956135373545,1.13476883661374,0.256472186654425,0.918335894149715
"PAICS",3046428.18698306,0.885102657827105,0.783581815096064,1.12955997800765,0.258661683130023,0.925028026658299
"AMT",5583811.5826867,-1.29516595436109,1.14979099499086,-1.12643598706509,0.25998102148734,0.926927730687265
"BCKDHA",15807795.6689949,-0.235946885384129,0.209545890261556,-1.12599147179465,0.260169129131815,0.926927730687265
"EEF1B2",31561033.7745393,0.181521123798061,0.161252479932782,1.12569508310029,0.260294605677626,0.926927730687265
"POSTN",12245499.9071077,2.18665488313397,1.94323897934498,1.12526297916844,0.260477612469637,0.926927730687265
"CAPZA2",39310573.4676491,-0.307636096864767,0.273775994626772,-1.12367812701824,0.261149598843933,0.927864082187992
"ACADM",142482655.899905,0.177618202967183,0.158146205246995,1.12312655678191,0.261383748724476,0.927864082187992
"HEL-S-32",1112662659.15218,0.235877874323299,0.210170117215791,1.12231880273023,0.261726914337455,0.927940878105521
"NDUFA5",404162621.103905,-0.138679592486495,0.123758011207475,-1.12057062919349,0.262470672835907,0.928417398611173
"L2HGDH",3554181.11372672,-0.915082226270979,0.816945568487041,-1.12012631143307,0.262659939754242,0.928417398611173
"QDPR",39792300.9648588,0.250841628116318,0.224108938557992,1.11928435220092,0.263018849242547,0.928417398611173
"DKFZp686I04196",76507656.9848532,0.375181598001043,0.335288524468826,1.11898132688978,0.26314810535826,0.928417398611173
"NSF",723726.515273647,0.912330528884803,0.816862365167581,1.11687178622513,0.264049149554674,0.930458907954565
"VPS35",5249754.41224757,-0.269185999789849,0.241599854967891,-1.11418113154755,0.265201488358307,0.932959723436904
"MYH14",44242657.4486778,-0.495215592051239,0.444655628597392,-1.11370588878709,0.265405382169681,0.932959723436904
"HPRT1",3644834.14046844,1.19158472985002,1.07310738854006,1.1104058573962,0.266824175301578,0.936806046131817
"CPNE5",208893.184920107,3.19495871928218,2.88536104247897,1.10729945828104,0.268164478486596,0.940367782396494
"WARS2",154091.938357689,3.1903106634783,2.88536139043015,1.10568841534359,0.268861405918903,0.941667496944119
"WUGSC:H_RG054D04.3",4644422.99561333,2.80576840829154,2.54490226609101,1.10250536756416,0.270242026267272,0.945355742796784
"PTGIS",885856.859257536,1.88783503499013,1.71575781012998,1.10029225794235,0.271204804302952,0.947433785009552
"NDUFA6",75058384.62243,-0.286193697024272,0.260487515623368,-1.09868488836936,0.271905536248226,0.947433785009552
"STK38L",621441.114146088,1.67843742035213,1.52803794336212,1.09842653295578,0.27201828168801,0.947433785009552
"SARS",1346506.64614426,0.94240742869683,0.858195600805153,1.09812661334161,0.272149205742522,0.947433785009552
"ACSF2",17512314.4872201,0.384029202362667,0.350686273574015,1.09507908150735,0.273481992226875,0.949589196148483
"NANS",1780437.81290103,1.44017434814718,1.31593489701062,1.09441154833631,0.273774521307376,0.949589196148483
"C1QBP",25430086.1706109,0.150364091010182,0.137532761122866,1.09329653373172,0.274263624310725,0.949589196148483
"PTGR1",7339927.77534885,0.914553296206292,0.836653586908726,1.09310867785243,0.274346086324505,0.949589196148483
"MRPS36",204089529.067646,-0.188218145094679,0.172261114945134,-1.09263280430193,0.274555053584631,0.949589196148483
"NAP1L1",5737452.75201503,0.546567929418853,0.500425655318065,1.09220605220862,0.274742542891193,0.949589196148483
"PUF60",1266092.77595448,0.469369470426143,0.430338324092285,1.09069874596037,0.2754054626072,0.950741824263611
"UBE2O",69534.6754422367,3.1399699663174,2.88536293270415,1.08824090402195,0.276488771501973,0.953341212132252
"PSMD13",9373390.1480677,0.271023881031982,0.249565015641527,1.08598507020422,0.277485597580645,0.95563655682308
"SIAE",5049357.87389497,-0.427874579825309,0.394675255509335,-1.08411807898402,0.278312447873478,0.957341745605313
"hCG_2025883",110220940.514639,-0.138270979044554,0.127956451849801,-1.08060966872433,0.279870779805787,0.958456665932519
"VKORC1L1",645293.981659703,-3.11626791532489,2.88536033104941,-1.08002729565201,0.280130025411854,0.958456665932519
"ISYNA1",301716.301447722,3.1161485711614,2.88536070888857,1.07998579226572,0.280148507029573,0.958456665932519
"ACTR3",10160144.1255211,0.235353058593021,0.217982418985349,1.07968825967033,0.28028102369707,0.958456665932519
"ARF4",6350695.44010011,0.244495977539304,0.226671197736148,1.07863716246783,0.280749507921584,0.958456665932519
"FKBP2",3405584.97129058,2.50956839029905,2.32670231365635,1.07859453079553,0.280768520485765,0.958456665932519
"NDUFV2",149853044.537951,-0.106303734173091,0.0985971490473777,-1.07816235256468,0.280961309556102,0.958456665932519
"ARPC4-TTLL3",12170189.7586079,0.184386325754096,0.171309507985463,1.07633445406745,0.281777704985362,0.959374866223965
"CBR1",7279281.8226356,0.345659124381448,0.321223218861511,1.07607141727346,0.281895317587638,0.959374866223965
"HEL-S-100n",20498428.1997388,-0.193248480016094,0.179875644092734,-1.07434489527924,0.282668130223114,0.960485384765109
"PSMB7",8061947.0528215,0.397453690450468,0.37011824892596,1.07385596793412,0.282887240835185,0.960485384765109
"MYH2",93001999.7741302,-0.58572340361938,0.548101238293449,-1.06864090554342,0.285231508976801,0.96730685653002
"YKT6",389202.916872232,-3.07552212268465,2.88536050316464,-1.06590567082049,0.286466285263104,0.970354107123614
"HEL-S-117",64233633.2119638,-0.390248952326098,0.366636051564961,-1.06440419773328,0.287145632985687,0.97151500210632
"LRPPRC",19079720.410812,0.184315403345395,0.173706125685944,1.06107601339651,0.288655357739812,0.974957982185432
"OCIAD1",53109548.4210325,-0.166656501927917,0.157123476703024,-1.06067218868197,0.288838903246204,0.974957982185432
"ECHDC1",3144244.17082774,-1.16663363878463,1.10095002466075,-1.0596608498593,0.289298919777939,0.975116028380741
"AFM",2057165.07579082,1.17710102661731,1.11143301058193,1.05908409720618,0.289561481747157,0.975116028380741
"STOM",21206641.1866287,-0.264087268984273,0.249567903166957,-1.05817801741758,0.289974291220456,0.975368070468806
"ACAA2",160389089.403715,0.16165421009652,0.15300427787802,1.0565339240083,0.290724350489305,0.976752590817386
"PRMT1",4257972.84664525,0.270622746434348,0.2568330851047,1.05369114078129,0.292024346296562,0.979979376060322
"MRPS9",1873480.51694726,0.463863684708659,0.441404449543659,1.05088130667514,0.293313106893517,0.982259203924723
"FGF1",1714792.58925115,1.59392013178065,1.51697019622819,1.05072606946649,0.293384419190267,0.982259203924723
"NDUFA7",112277444.355372,-0.198989123424849,0.189599445650994,-1.04952376174738,0.29393712483544,0.982969342149571
"ATP5EP2",786457401.036939,-0.158805908053065,0.15142769786375,-1.04872431063407,0.294305021984263,0.983060524822433
"HEL-S-34",511671138.589627,-0.124100448246505,0.119326095823855,-1.04001096650055,0.298334805720559,0.99536907434628
"P4HB",51487305.4185271,-0.131528769526747,0.12659717109273,-1.03895504450416,0.298825644531307,0.99566284206332
"NDUFA9",66906440.6663368,-0.171201813787758,0.164956790554363,-1.03785853987828,0.299335918158045,0.99566284206332
"DKFZp686P18250",2542067.60101277,-1.14624302999122,1.10506422407825,-1.03726372188668,0.29961296803761,0.99566284206332
"SUSD2",281816.560868262,2.99170435382736,2.88536070855886,1.03685627414037,0.299802844682268,0.99566284206332
"MIF",58530465.7395363,0.401999734335901,0.388246454883308,1.03542409538994,0.300470897726457,0.996209517588977
"PCCA",14090571.1715808,-0.270564807262993,0.261409278275221,-1.03502373384824,0.300657827380457,0.996209517588977
"TIMM44",4633629.52406819,-0.340697808761786,0.329643992305692,-1.03353258883554,0.301354727824086,0.997373560206781
"PTMS",14503246.9198636,0.815369520227748,0.790789240281364,1.03108322507984,0.302501793569163,0.999923837534591
"MST065",29740546.4301216,-0.156119690938437,0.151572553685006,-1.02999974034139,0.303010127467603,0.999923837534591
"RPS14",66045593.6390295,-0.166005666671846,0.161854123100598,-1.02564990926223,0.305056633098796,0.999923837534591
"THBS3",48230.4163493555,2.95246963252606,2.88536379636891,1.02325732243595,0.306186196501036,0.999923837534591
"D2HGDH",893757.15242831,1.12493421209659,1.10107772365085,1.02166648905279,0.306938776856844,0.999923837534591
"ICAM1",600969.44318942,1.75524373068931,1.71834004797122,1.02147635606914,0.307028805538354,0.999923837534591
"TRIM28",650304.074101008,2.13594924925094,2.09117324546031,1.02141190544008,0.307059327121605,0.999923837534591
"CISD2",8893839.92905047,-0.200458689672985,0.196482247321516,-1.02023817625092,0.307615516067862,0.999923837534591
"MYOT",15962649.7836785,-1.49415256305158,1.46561458020238,-1.01947168323425,0.307979089829529,0.999923837534591
"SUOX",2662150.7340183,0.431278734057111,0.423125431297286,1.01926923355759,0.308075166058391,0.999923837534591
"ABCE1",148983.58507559,2.93444364492623,2.88536125396794,1.01701083040842,0.309148277250027,0.999923837534591
"HSPA12B",240325.087150544,-2.84398736140721,2.80124171220377,-1.01525953616113,0.309982127358046,0.999923837534591
"TCEB1",38555466.3006821,-0.175945752311672,0.173432175041398,-1.01449314274975,0.310347499823173,0.999923837534591
"HSD17B10",77061052.7702125,0.132189484121263,0.130344889521521,1.01415164496677,0.310510397926948,0.999923837534591
"SYNM",62233.6998353676,-2.92592028799246,2.88536264746079,-1.01405634074017,0.310555869135811,0.999923837534591
"AHSG",39385790.4238399,0.273566800654949,0.270117389951019,1.01277004307111,0.311170012779038,0.999923837534591
"DST",6849.71227393246,2.91526046763074,2.88538587911702,1.01035375847991,0.312325833856474,0.999923837534591
"ETFDH",66403554.3243757,-0.215286013735298,0.213224525021722,-1.0096681594829,0.312654302205557,0.999923837534591
"ALDH18A1",222681.119629529,1.6849254262318,1.67083066625466,1.00843578003553,0.313245303258683,0.999923837534591
"hCG_23373",812759.460549857,2.90511620462578,2.88536027075045,1.0068469556733,0.314008325905989,0.999923837534591
"GNG5",14532354.5816853,-0.806431235960459,0.801037207666733,-1.00673380492454,0.314062712419073,0.999923837534591
"ATP6V1G1",2892053.08350183,2.55510230970422,2.5382941681576,1.00662182569596,0.314116541934489,0.999923837534591
"VDAC2",456422299.563661,-0.139294468043786,0.138756444827259,-1.00387746469864,0.315437679934063,0.999923837534591
"HSD17B11",653862.012850106,2.89220294031746,2.8853603214958,1.00237149543185,0.316164203767039,0.999923837534591
"PRDX1",783090916.583375,-0.266240266422054,0.265739315253554,-1.00188512252326,0.316399078825085,0.999923837534591
"RAB1",636103.513709798,2.88530601761807,2.88536032793231,0.999981177285305,0.317319617040467,0.999923837534591
"SERPINA3",70934751.4684486,-0.441367099752011,0.44164242586765,-0.99937658589956,0.317612297826772,0.999923837534591
"SRPR",144986.584515852,2.8008385424329,2.80433600970315,0.998752835873396,0.317914438643141,0.999923837534591
"CCT5",6606482.3958718,-0.237472656991914,0.238205274673508,-0.996924427124474,0.318801193890327,0.999923837534591
"SERPINA5",471334.076663729,2.87336179647014,2.8853604212311,0.995841550791137,0.319327138113839,0.999923837534591
"AIMP1",3990179.87488132,-0.532454113421894,0.535628898696723,-0.994072789420895,0.320187431562696,0.999923837534591
"RPL18",42713695.1180875,0.169096635720978,0.170634801551268,0.990985626517533,0.321692598843416,0.999923837534591
"RPL7",19963607.1170363,0.115203962116791,0.116259444144907,0.990921322255758,0.321723999856674,0.999923837534591
"ITIH5",71180.6808526203,2.85499595107389,2.88536246023455,0.989475669147579,0.322430468340059,0.999923837534591
"CKMT2",893420585.838877,-0.137412462371394,0.139081003342672,-0.988003099408431,0.323151130269255,0.999923837534591
"RAB7A",20044901.0680187,-0.181700636358526,0.184131729650504,-0.986796988783017,0.323742171231213,0.999923837534591
"CDH2",13620856.78988,-0.268756200735925,0.272524061953351,-0.986174207185891,0.324047633914134,0.999923837534591
"MX1",96991.9729022033,-2.77331084372176,2.81641962615672,-0.984693764368561,0.324774516600284,0.999923837534591
"SFXN1",19693301.5374296,0.187657328895694,0.191121795150177,0.981872992288706,0.326162422646816,0.999923837534591
"SIRT2",585126.530696485,-2.82483501490524,2.88536031606747,-0.979023312677728,0.327568460780544,0.999923837534591
"GRPEL1",4659953.92914709,1.05437695170678,1.07804527907706,0.978045145385219,0.328051996281973,0.999923837534591
"GRHPR",44003536.1186914,0.225517802967082,0.23062477766408,0.977855914924997,0.328145591628538,0.999923837534591
"MRPS31",2751175.85114245,0.295659883673573,0.302451786290339,0.977543850211399,0.328299979904014,0.999923837534591
"C5",751160.814478646,1.30507993630506,1.33789811086385,0.975470348382806,0.329327003045864,0.999923837534591
"AEBP1",528602.346888805,1.66193875777149,1.70452943303267,0.975013235655661,0.32955369462211,0.999923837534591
"GLS",1578452.68869997,0.779586206621001,0.80030090682158,0.974116360453909,0.329998767080505,0.999923837534591
"MKKS",53373089.9169352,-0.193450479047678,0.198682520939538,-0.973666320181977,0.330222245208399,0.999923837534591
"THEM6",612883.269763176,-2.80160266972987,2.88536030126674,-0.970971517317926,0.331562462346061,0.999923837534591
"UBE1C",999452.912196975,0.822233132968667,0.847465325565003,0.97022628320573,0.331933712441426,0.999923837534591
"LTA4H",7951359.41734892,0.311471361140596,0.321055327306435,0.970148552754924,0.331972450553254,0.999923837534591
"CCT4",12191734.8198249,-0.194798843290545,0.200887324277834,-0.969692059918779,0.332200009418539,0.999923837534591
"ZYX",1992723.86191753,0.76598944667368,0.790365610538697,0.969158369822793,0.332466178392865,0.999923837534591
"DTNA",9699472.68707209,-0.159070679366639,0.164592465973123,-0.966451765736434,0.333818171727821,0.999923837534591
"CES1",3600888.57296133,-1.10813816697177,1.14760283151575,-0.965611217173575,0.334238760241642,0.999923837534591
"BCS1L",3381370.78189107,-0.757449453672329,0.784655291409024,-0.965327656571536,0.334380723587212,0.999923837534591
"CCT6A",17555055.8021185,0.213471224296622,0.221464549594574,0.963906976025805,0.335092566067512,0.999923837534591
"SERBP1",6305140.63141191,1.06737540413465,1.10735344170252,0.96389767163553,0.335097231316301,0.999923837534591
"KIF5B",3858010.12750881,0.130631941116791,0.136479173405734,0.957156596548546,0.338488220704786,0.999923837534591
"DHRS7B",4033001.40140993,0.374889579494107,0.39192451932486,0.95653515156414,0.338801933850289,0.999923837534591
"MSRB2",11127974.1261975,1.06064365859235,1.1105355876256,0.955073993495408,0.339540279479536,0.999923837534591
"DYNLL2",51249863.3326353,-0.131291922590734,0.137469054703974,-0.955065289955315,0.339544680601443,0.999923837534591
"hCG_16873",143149.552676646,-2.75380465855797,2.88536108636777,-0.954405558309026,0.33987839379979,0.999923837534591
"GYG1",99467958.0050569,-0.17215860972964,0.180569876113404,-0.953418219224553,0.34037821389745,0.999923837534591
"FIS1",36443457.9918578,-0.46429676789711,0.487184742922951,-0.953019926509766,0.340579974638586,0.999923837534591
"IGF2R",20739.0489459386,-2.7480604825599,2.88536715741695,-0.952412754645766,0.340887693420715,0.999923837534591
"ACAD9",8648381.90852533,-0.159867896868835,0.168249527025881,-0.950183335993824,0.342019104390281,0.999923837534591
"CMPK1",8641196.53182461,1.04268470112883,1.09879592708525,0.948933897029215,0.342654233156062,0.999923837534591
"FAHD1",21100803.6088613,0.632160093800759,0.666975729123238,0.94780074626067,0.343230900559219,0.999923837534591
"ATAD3A",3432570.50269417,0.273092589171064,0.288208434309955,0.947552384526558,0.343357376171276,0.999923837534591
"TPM3",10397748.6163633,0.338359873903648,0.357214490659443,0.947217659840764,0.343527878306036,0.999923837534591
"HEL-S-97n",3472969.91438155,0.349036972513346,0.368800495184411,0.946411344536882,0.343938821362302,0.999923837534591
"TXNDC17",7581152.51163274,0.37762862089951,0.399315306844296,0.945690321475099,0.344306560447234,0.999923837534591
"RPL35A",38373097.6340689,-0.302225805473198,0.319867543699538,-0.944846738677209,0.344737126353408,0.999923837534591
