"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PRKG1",1732890.89784818,0.757165589713806,1.33088706259436,0.568917987855278,0.569411797553866,0.999923837534591
"XIRP1",19027352.5113329,0.145335573039315,0.255831981312744,0.568089932672053,0.569973903332377,0.999923837534591
"MYADM",25899540.9176683,0.177118809037874,0.311786574174506,0.56807708768993,0.569982624930122,0.999923837534591
"SUCLA2",310482.514891891,-1.63744546029181,2.88536034939383,-0.567501199853879,0.57037371163803,0.999923837534591
"SEC61A1",318336.288252622,1.63614648918415,2.88536036135299,0.567051003784129,0.570679529821045,0.999923837534591
"DCN",394603929.186293,0.147231635295252,0.259825687191567,0.566655425361002,0.570948310685037,0.999923837534591
"WIPI2",232880.2720898,-1.63156836733618,2.88536044694414,-0.565464314541416,0.571757990056447,0.999923837534591
"PITHD1",469636.627954368,1.63141693008272,2.88536026206762,0.565411866077916,0.571793655404339,0.999923837534591
"CMC1",10384346.5691854,-0.760904254601015,1.3470317064087,-0.564874791722348,0.572158930843833,0.999923837534591
"OXSR1",1994970.40893409,0.46087975512109,0.816681417011877,0.564332364519061,0.572527959362609,0.999923837534591
"RPS9",27721293.1207148,-0.104668592055408,0.185633410090924,-0.563845656900557,0.572859176447081,0.999923837534591
"NAE1",512135.974461736,1.62421725240769,2.88536024433138,0.562916625609801,0.573491658527017,0.999923837534591
"GNB2L1",13530032.0720355,-0.146224213467221,0.2598813963724,-0.562657487255024,0.57366813827322,0.999923837534591
"RPL18A",12632992.2075931,-0.232776427056304,0.413716685952357,-0.562646939222339,0.573675322294248,0.999923837534591
"PLXNB2",28447.0290475855,1.62219653477026,2.88536347264909,0.56221566195988,0.573969091763556,0.999923837534591
"DCTN5",3966386.05951622,-0.451327017884426,0.803371743062572,-0.56179100370633,0.574258422226522,0.999923837534591
"PCYT1A",912059.699006658,-0.966707114185573,1.72288651035072,-0.561097384173484,0.574731151294205,0.999923837534591
"MESDC2",677571.639741964,-1.61691397082159,2.88536018858888,-0.560385485741508,0.575216529505411,0.999923837534591
"ANXA2",282779584.672057,0.0872648104456188,0.156458635777988,0.557750040524743,0.577015082045415,0.999923837534591
"PLCXD3",448844.391592086,1.60911278544119,2.8853602699486,0.557681757179618,0.577061717031012,0.999923837534591
"COQ3",14370448.7244665,-0.438986422462176,0.788236354070669,-0.55692232437026,0.577580501076705,0.999923837534591
"CSNK1A1",709498.770613115,-1.06557928494085,1.9158879263114,-0.556180385244338,0.578087546770581,0.999923837534591
"HIGD2A",16256913.6806778,-0.644984120216103,1.16040786046151,-0.555825362954353,0.578330245195266,0.999923837534591
"PPM1K",1077735.69207825,-1.07653187147397,1.9384438177718,-0.555358820103139,0.578649253529288,0.999923837534591
"ALDH1B1",1288076.31365503,1.19726826450992,2.1574003673701,0.554958774744907,0.57892285865881,0.999923837534591
"CNP",575177.860572161,-1.0894892408359,1.96428796884932,-0.554648431448735,0.579135155229901,0.999923837534591
"TMEM186",1891194.53140988,-1.29120874605369,2.33092608788345,-0.553946670709814,0.579615343503545,0.999923837534591
"IRGQ",75133.3678187177,1.5973124537225,2.88536133689406,0.553591826887761,0.57985822076238,0.999923837534591
"hCG_31253",131276.454386218,1.59676405240822,2.88536078815463,0.553401868828146,0.579988259524342,0.999923837534591
"MTIF3",678369.48911893,-1.1745503924769,2.12591359408043,-0.5524920654101,0.580611269169982,0.999923837534591
"TSTA3",265280.46487107,-1.58919942253345,2.88536039414176,-0.550780216488744,0.58178434753333,0.999923837534591
"CFI",1630782.45450576,0.466635113718005,0.847989193959553,0.550284269000086,0.582124412207117,0.999923837534591
"RPL5",32639282.0183374,-0.113941931402441,0.207366529409352,-0.549471179013244,0.58268213812817,0.999923837534591
"MFSD6",261742.892338134,1.58387483950849,2.88536042065431,0.548934832602064,0.583050172711436,0.999923837534591
"ARF6",3060636.02801141,0.592596918233823,1.08048369868535,0.548455214044277,0.583379373098,0.999923837534591
"S100A9",2411440.33514056,-1.41800076409407,2.58563890467976,-0.54841407341436,0.583407615220347,0.999923837534591
"PLEKHA6",113380.58766527,1.58124142978413,2.88536089922001,0.548022062062179,0.583676754204798,0.999923837534591
"EDF1",1819670.45459797,-1.16843874660556,2.13301494827375,-0.54778741590685,0.583837880339185,0.999923837534591
"TOM1",989910.069698298,0.835923937492287,1.52619898843869,0.547716217757058,0.583886774572079,0.999923837534591
"GPNMB",8045461.62127622,-0.227157701334501,0.414813685702978,-0.54761380630328,0.583957107404584,0.999923837534591
"RPL30",42310789.8004227,0.0966358176438925,0.176567914256064,0.547301122353117,0.584171872906342,0.999923837534591
"hCG_1999854",47775.0489975697,1.578090724872,2.88536205719153,0.546929880407463,0.584426906417309,0.999923837534591
"LGALS8",98683.3208476265,-1.57772265456479,2.8853609644113,-0.546802522812494,0.584514409687287,0.999923837534591
"GLRX",62703358.9684724,-0.123325877588224,0.225650153820642,-0.546535756790351,0.58469771571225,0.999923837534591
"OTUB1",3274035.10807027,0.833574107399715,1.52843511814213,0.545377489371585,0.585493919250139,0.999923837534591
"CD151",19953484.3100529,-0.480751431025976,0.882834631261671,-0.544554341212156,0.58606006463627,0.999923837534591
"ALAD",2243466.20270344,0.439545680241232,0.807767958044062,0.544148447414963,0.586339323998686,0.999923837534591
"TXN",34700179.8317263,-0.0855466910742054,0.15742293256692,-0.54341949853996,0.58684100362751,0.999923837534591
"C6orf136",476433.754429402,1.56668375302476,2.88536025432128,0.542976826092479,0.587145758153635,0.999923837534591
"H2AFY2",218928.229412432,1.56603183576785,2.88536048948947,0.542750842216232,0.587301363306504,0.999923837534591
"TAF15",957244.439573671,0.0871178358698883,0.160625315611613,0.542366784078646,0.587565857037915,0.999923837534591
"TMED9",5480353.1020607,0.135137175015385,0.249606422123365,0.541401033938921,0.588231194704251,0.999923837534591
"ACLY",596278.072565213,-1.0717633823294,1.9844149383236,-0.540090361965733,0.589134717086986,0.999923837534591
"SH3GLB1",11247799.0306704,0.399754150097691,0.740234790351788,0.540036965714234,0.589171539798431,0.999923837534591
"KPNA3",363214.246727386,-1.39143537255752,2.57943804427326,-0.539433531131602,0.589587749492456,0.999923837534591
"PPT1",1067471.50901932,-1.40086306384971,2.59795637690886,-0.539217315695078,0.589736913734094,0.999923837534591
"IMAP1",346507.885760286,1.5545293323879,2.88536032813882,0.538764367565362,0.590049453181403,0.999923837534591
"MPC2",8747204.20157239,0.327265970504491,0.60796772706862,0.538294971811149,0.59037342216336,0.999923837534591
"CUL1",558259.067071184,-0.932474865315176,1.73297330887931,-0.538078030710235,0.59052317889421,0.999923837534591
"FUS",3216004.5833584,0.117656804008135,0.218950528835602,0.537367069327688,0.591014085538572,0.999923837534591
"RPRC1",418834.091560942,0.809923506998852,1.5073301713922,0.537323223783672,0.591044366277725,0.999923837534591
"CDIPT",10065588.9893372,-0.440094730775646,0.820760382463922,-0.536203671837183,0.591817796106809,0.999923837534591
"CLIC4",16387232.158817,-0.210453879904356,0.392599513702862,-0.536052319371025,0.591922391903119,0.999923837534591
"SRPRB",2680662.53947736,0.591833291063015,1.10521162161671,0.535493184732603,0.592308869041982,0.999923837534591
"SUPV3L1",761783.283292026,0.714300275902699,1.33433926500557,0.535321334413191,0.592427676245604,0.999923837534591
"NUBP1",885442.688541385,1.13267199277809,2.11721622946996,0.534981726009935,0.59266249366243,0.999923837534591
"COTL1",687983.977306511,1.54039162552434,2.88536019152279,0.533864586490803,0.593435224862205,0.999923837534591
"SNX6",520838.896029874,1.24458140686647,2.33379740188285,0.533285968123183,0.593835639452499,0.999923837534591
"SCRN3",364386.401216789,1.53653461811819,2.88536031302898,0.532527813313263,0.594360483597909,0.999923837534591
"DNAJA2",8537163.0876649,0.133300155414862,0.250416808436884,0.532313131242782,0.594509139025018,0.999923837534591
"ALOX5AP",1222466.65616653,1.53564096089558,2.88536013139775,0.532218125628453,0.594574930566787,0.999923837534591
"FITM1",2514338.47001288,0.0855724859244192,0.160812158997475,0.532126963893089,0.594638063343729,0.999923837534591
"APOC3",20050661.5441887,0.429720564419665,0.80835402832076,0.531599459351181,0.595003439313156,0.999923837534591
"LRPAP1",1888964.75124788,0.698657247122877,1.31787547735336,0.530139045098528,0.596015529447264,0.999923837534591
"TPP1",8334479.10727309,0.192025224283829,0.362671727624568,0.529473928231346,0.59647672582888,0.999923837534591
"SUI1",9210983.42860994,-0.430024043367205,0.812761477489133,-0.52909009011559,0.596742955619526,0.999923837534591
"RDH14",7172199.61886912,0.133241447171436,0.251936005969644,0.528870205188101,0.5968954919805,0.999923837534591
"CHMP4A",538203.594830943,1.52518021367257,2.88536022877198,0.528592651435308,0.597088059106914,0.999923837534591
"HP",126387743.726296,-0.227616194361608,0.431082888548808,-0.52801027460833,0.597492204673542,0.999923837534591
"SVIL",2927925.09937415,0.163133903396078,0.309073232365041,0.527816343549941,0.59762681244353,0.999923837534591
"HLA-DRB1",918328.713276048,-1.52040655467718,2.88536015030992,-0.526938224510334,0.598236488273218,0.999923837534591
"FERMT2",103597.136857911,1.52036480513141,2.88536095914558,0.526923607360941,0.598246639311638,0.999923837534591
"GSTT1",3224134.73807982,1.51894639103177,2.88536008336238,0.5264321773183,0.598587963742113,0.999923837534591
"NDUFB5",63525900.3665191,-0.168500968993715,0.320675234387609,-0.525456757879978,0.599265706226207,0.999923837534591
"FAM114A2",157166.501370349,1.51532452550683,2.88536064971037,0.525176818245906,0.599460278516878,0.999923837534591
"PTN",3601273.29253971,-1.51428069269196,2.88536007873679,-0.5248151535232,0.599711696255518,0.999923837534591
"MAN2C1",993859.134296258,1.51304428348854,2.8853601483799,0.524386629633774,0.600009654119912,0.999923837534591
"LAMA5",8329457.04967825,-0.159426994930838,0.304283373865523,-0.523942510908583,0.600318525924459,0.999923837534591
"EIF3A",1076263.54806017,0.451627004889806,0.862145998978053,0.523840515904665,0.600389470668352,0.999923837534591
"LRRC20",1293948.79379085,-1.11418702932984,2.13183958900883,-0.522641119469907,0.601224020007358,0.999923837534591
"GRSF1",446151.728943194,-1.50691903429719,2.88536025107536,-0.522263739418871,0.601486712244276,0.999923837534591
"AHSA1",578904.11233444,1.10682619582755,2.12401750245854,0.52110031793354,0.60229688948205,0.999923837534591
"MRPS2",325851.931166683,-1.50142579243825,2.88536032325702,-0.520359894165118,0.602812757725825,0.999923837534591
"MRPS16",3309381.75815295,-0.676199729275235,1.29964315975431,-0.520296455377081,0.602856966063902,0.999923837534591
"PFKP",31233097.3321676,0.12419338602564,0.238783646188928,0.520108424541673,0.602988006942451,0.999923837534591
"SDHAF2",664881.683856336,1.5000208667214,2.88536019429585,0.519873002229263,0.603152093560968,0.999923837534591
"RPS7",8467418.63219237,-0.180684133336419,0.347721923856451,-0.519622494125537,0.60332671685615,0.999923837534591
"SMAD2",135190.405882691,-1.49876995701384,2.88536070202927,-0.519439374065001,0.603454379917089,0.999923837534591
"RPS13",29648806.4917417,-0.164757457412903,0.318122301025061,-0.517906028222534,0.604523835869219,0.999923837534591
"MRPS28",4556670.02429221,-0.214739881087476,0.415041465533468,-0.517393800186839,0.604881286705083,0.999923837534591
"ELN",831627.489533014,1.46341974080471,2.82965357991945,0.517172756124575,0.605035568336757,0.999923837534591
"HEL-S-8a",7633413.57846593,0.41564597439373,0.806101900075546,0.515624605716444,0.606116621490789,0.999923837534591
"TMEM70",1363097.57269319,-1.20984943842875,2.34796069739032,-0.515276699381492,0.606359678797872,0.999923837534591
"FAM114A1",351665.221757657,1.48462918083542,2.88536031757058,0.514538573153126,0.606875499147307,0.999923837534591
"SETD7",151364.478885731,1.48410561895144,2.88536066583555,0.514357056476221,0.607002377389351,0.999923837534591
"CALU",8606005.25892524,0.151736933123576,0.295013093021245,0.514339657164467,0.607014539946938,0.999923837534591
"LRRC59",691324.090379299,1.48021545783932,2.88536018801883,0.513008900582247,0.607945094664603,0.999923837534591
"PCBD2",15727644.913674,-0.427896297670578,0.83506659353072,-0.512409789812573,0.608364240831189,0.999923837534591
"DECR1",264869241.30822,-0.0803735936245061,0.15688562779706,-0.512306925453195,0.608436219105286,0.999923837534591
"SERPINA6",315558.637877791,1.47788167105711,2.88536034700044,0.512200035116404,0.608511018534346,0.999923837534591
"CCT8",18113856.5467987,-0.100369946367524,0.196185908093235,-0.511606299061117,0.608926576070629,0.999923837534591
"COPB2",1795756.73346389,-0.150762068462045,0.294801436426411,-0.511402082328995,0.609069537121235,0.999923837534591
"MFAP2",21660483.6887814,0.7153618181469,1.39903992035107,0.511323378083015,0.609124637678603,0.999923837534591
"HYI",334465.68327253,1.47457594091269,2.88536033015276,0.511054347529143,0.60931300173768,0.999923837534591
"CYFIP1",246563.558348274,0.982214325982171,1.92504881242969,0.51022827038992,0.609891548577566,0.999923837534591
"UCHL3",4850156.72309347,0.568092430563291,1.11346170829735,0.510203832183855,0.609908667700995,0.999923837534591
"ITGB1BP2",1025404.86049352,-0.981027823649316,1.92578602864355,-0.509416835026223,0.610460078441436,0.999923837534591
"G3BP1",214271.880529285,-1.46707117213199,2.88536045897916,-0.508453343347971,0.611135451357803,0.999923837534591
"BSG",36727213.9597286,-0.112852773918713,0.222117680136442,-0.508076501831776,0.61139969372639,0.999923837534591
"PLVAP",710225.504391814,1.3066629291456,2.5719728769715,0.508039155795531,0.611425883631881,0.999923837534591
"GHITM",6481874.24757095,0.256946827684778,0.506155298348972,0.507644251720593,0.611702851065648,0.999923837534591
"SAR1B",1887636.92382575,-0.979982603526189,1.93534000624582,-0.506361983095241,0.612602557627355,0.999923837534591
"PTPMT1",361644.453376211,1.43453416306318,2.8370504989122,0.505642801780657,0.613107428613033,0.999923837534591
"TIPRL",339222.872985647,-1.45823800801056,2.88536030922471,-0.505391996745938,0.613283538931495,0.999923837534591
"ERP44",5203805.86611376,0.189974573465215,0.375987403413156,0.505268452455201,0.613370297488185,0.999923837534591
"SNRPE",1379924.15661245,-1.45715062492986,2.88536011694838,-0.50501516825254,0.613548182387846,0.999923837534591
"UACA",83965.7755268532,-1.45704707904809,2.88536108382531,-0.504979112394622,0.613573506751845,0.999923837534591
"CORO1B",473618.811713223,1.07778792271231,2.13510182152078,0.504794624710041,0.613703091615239,0.999923837534591
"SERPINB6",48531284.3411381,0.0684148331141157,0.135720054231148,0.504087870445415,0.61419963019127,0.999923837534591
"HEL-S-112",71526719.300629,0.148558593288228,0.295329707108166,0.503026243932234,0.61494582090415,0.999923837534591
"TST",18848390.8792522,0.184282209222797,0.366814905516791,0.502384735329031,0.615396914489785,0.999923837534591
"ALDH4A1",23397220.3465019,-0.0922522016929988,0.183716395763121,-0.502144630640079,0.615565787796922,0.999923837534591
"SHMT2",609389.275572437,0.861223198836631,1.71736600166942,0.501479124426273,0.616033966013541,0.999923837534591
"COQ7",10097761.7651689,-0.421720846703257,0.841715095122002,-0.501025642936973,0.616353076091798,0.999923837534591
"IDH3G",22468724.141046,-0.099269275647024,0.19826185799925,-0.500697797593521,0.616583822520398,0.999923837534591
"FHL2",80936745.9951599,-0.214531801841165,0.431287738764859,-0.497421518301333,0.618891834310013,0.999923837534591
"NCL",6166698.80094565,0.156226140347224,0.314474489500891,0.496784780842394,0.61934082865017,0.999923837534591
"MRPS15",2129362.22815739,-0.757660780138913,1.52778463578646,-0.49592119359735,0.619950012682009,0.999923837534591
"MRPL46",1168794.8019352,-1.43026176112207,2.88536012766507,-0.49569609956435,0.620108839399066,0.999923837534591
"VPS36",96162.3194048779,1.42988100252014,2.88536099932347,0.495563987610357,0.620202066063159,0.999923837534591
"RALB",10936915.6737688,-0.193436699580522,0.390623161933013,-0.495200281067034,0.620458752245017,0.999923837534591
"SPHKAP",138562.174359675,-0.847031573880361,1.71087236650032,-0.495087529885709,0.620538335870295,0.999923837534591
"COL1A1",29832601.7552541,0.137078030993278,0.277490015260138,0.4939926608342,0.621311362659471,0.999923837534591
"NTPCR",313221.424739627,-1.42347215998301,2.88536032750464,-0.493342944523702,0.621770289361429,0.999923837534591
"CST3",5643684.72409259,0.394990417164858,0.803239811208855,0.491746563918947,0.622898516327882,0.999923837534591
"MRPL22",650560.268181662,1.41526232494342,2.88536019331146,0.490497625989344,0.623781809315415,0.999923837534591
"ENDOG",706613.897956298,1.14918582468441,2.34338542040902,0.490395568170699,0.623854012143615,0.999923837534591
"SMIM4",3600340.16957674,-1.41389494851196,2.88536007800228,-0.490023744104373,0.624117097016817,0.999923837534591
"COPS6",2298962.52550299,0.397969561364245,0.81326872170122,0.489345711626239,0.624596963668392,0.999923837534591
"HSD17B8",23245219.083369,-0.12292866102403,0.251409369253964,-0.48895815374268,0.624871323102635,0.999923837534591
"PNPO",956149.936889815,1.38219990399518,2.82700816370499,0.488926746565779,0.624893559105325,0.999923837534591
"CRK",802049.812674501,0.838554729911374,1.7152897567133,0.488870598468534,0.624933312311045,0.999923837534591
"MIPEP",281976.065886686,0.829938851687736,1.70349118308767,0.487198794996652,0.626117459203148,0.999923837534591
"EIF4E",2047255.64540056,0.932858864666362,1.91652145425371,0.486745850194314,0.626438448534933,0.999923837534591
"C8orf82",5866089.78765694,0.648452753801226,1.33239012320413,0.486683849203135,0.626482392414105,0.999923837534591
"CMC4",2755109.50520279,1.04004049215411,2.1376828285418,0.486527036783828,0.626593540845471,0.999923837534591
"EFHD1",1633123.96274125,1.2564304506435,2.58491005753384,0.486063508082834,0.626922138937733,0.999923837534591
"KIF1C",42934.8025331617,1.40048371376047,2.88536215034123,0.48537536738494,0.627410102270843,0.999923837534591
"UGP2",1268791.15491001,0.519997734343613,1.07145008525687,0.485321473672709,0.627448325404198,0.999923837534591
"PRKAR2B",3496774.46468242,-0.219196399073292,0.45191019022482,-0.485044161018464,0.627645020156654,0.999923837534591
"TUBB6",12511429.2053657,0.193427143456116,0.398825050173454,0.484992463166473,0.627681691789119,0.999923837534591
"SMIM20",11573668.3230926,-0.148421971191128,0.306304524921796,-0.484556900453958,0.627990692686906,0.999923837534591
"HEL-S-298",14215080.5382127,0.148238031716528,0.306717042740507,0.483305493532495,0.628878840006964,0.999923837534591
"ACOX3",130811.672004995,1.39374673594642,2.88536074073436,0.483040722177322,0.629066822185239,0.999923837534591
"EARS2",1051505.67505256,0.938016177851955,1.9437815267402,0.482572843165686,0.629399065370336,0.999923837534591
"DKFZp686G11190",494756.294299487,1.39114243889227,2.88536023563277,0.482138216820331,0.629707762890532,0.999923837534591
"STAT5A",77441.5729409093,1.38931305098303,2.88536121212424,0.481504029771095,0.630158316368631,0.999923837534591
"TMEM65",5115609.19001089,-0.542881292629401,1.1276594021227,-0.481423106664552,0.630215817490895,0.999923837534591
"DNAJA1",449878.779832864,1.38852432493961,2.8853602535566,0.481230835292773,0.630352447770458,0.999923837534591
"EMC1",274694.733897025,-0.827968419778879,1.7217932147004,-0.480875643317568,0.630604884578529,0.999923837534591
"MAPRE3",1152523.87879005,0.822176172657504,1.71211704259657,0.480210261449537,0.631077891008355,0.999923837534591
"CELF2",1465709.56902803,-1.02523397676537,2.13586445270431,-0.480008914173966,0.631221054488386,0.999923837534591
"PSMD7",1965244.13094936,0.519394301587316,1.08231371072077,0.479892563904994,0.631303789055148,0.999923837534591
"ACAA1",8825556.82668785,0.128024247021121,0.267048925005317,0.479403716074021,0.6316514503543,0.999923837534591
"PDAP1",3045797.0331502,1.02289746944589,2.1343893458373,0.479245959243961,0.631763662057447,0.999923837534591
"NMNAT3",1720076.73318735,-0.829982034212898,1.73608612363916,-0.478076532558824,0.632595734247759,0.999923837534591
"ANK1",148052.396794501,1.24918566681641,2.61439110935212,0.477811319946684,0.632784503477251,0.999923837534591
"PSMA3",12123160.1771948,0.0913432256487639,0.191450327675723,0.477111879398192,0.633282455952426,0.999923837534591
"FAM62A",604024.018318648,0.312582435645172,0.655417984155819,0.476920748593402,0.63341855656353,0.999923837534591
"TBRG4",945555.715524517,0.511047862421359,1.07193381930185,0.476753184962671,0.633537885644659,0.999923837534591
"FAF1",124235.765175087,1.37380531243018,2.88536077238116,0.47612947593255,0.633982138736137,0.999923837534591
"DNAJB6",5762742.41343343,-0.379521558722493,0.798868696040986,-0.475073764441286,0.634734397509872,0.999923837534591
"WDR13",133373.215016455,-1.37073579070777,2.88536068604034,-0.475065664178321,0.634740170900605,0.999923837534591
"PPP1CA",762663.297828151,1.21969809896391,2.57122120685959,0.474365292145988,0.635239438841599,0.999923837534591
"TMX4",1829322.73518436,-1.36517299381114,2.88536010028789,-0.473137822095386,0.636114854481328,0.999923837534591
"BVES",2393416.95239128,0.398991553474639,0.843543799556781,0.472994471282083,0.636217123596508,0.999923837534591
"PPM1A",2139318.37503197,0.516616870645543,1.09264028621551,0.472815140685421,0.636345071116487,0.999923837534591
"HLA-A",1035121.03838955,-1.363788517735,2.88536013553809,-0.472657988490809,0.636457203867357,0.999923837534591
"MAP1B",4651361.64861697,0.37095252049774,0.785445823796963,0.472282758732486,0.636724975109801,0.999923837534591
"DKFZp667O202",7249944.67363789,-0.123158042528931,0.2608956286791,-0.472058666342836,0.636884914426948,0.999923837534591
"CUL4A",912926.62518947,-0.191202671147252,0.405467468422554,-0.47156106479051,0.637240123312258,0.999923837534591
"PRKRA",608635.487979739,-1.35795067491365,2.88536019222941,-0.47063471609914,0.637901611898248,0.999923837534591
"DF",711516.0598005,1.35680768321605,2.88536017899874,0.470238583415564,0.638184571046913,0.999923837534591
"ASPG",188307.431701079,1.3559373633326,2.88536052533373,0.469936893995517,0.638400104359662,0.999923837534591
"MRPL2",1766997.37847861,-1.32238634590994,2.81641840894508,-0.469527660275893,0.63869251843684,0.999923837534591
"APEH",2024257.83776628,0.364557870096849,0.776960333329046,0.469210401687852,0.638919251224438,0.999923837534591
"PPP2R1A",24429853.5478623,0.0947520461690392,0.202366409430621,0.468220227040811,0.639627108815746,0.999923837534591
"PCYT2",235817.096512338,1.35026625483248,2.88536042974953,0.467971432931065,0.639805018757711,0.999923837534591
"HEL-S-164nA",8877499.45403234,0.202902554088021,0.433795460372005,0.467737845652005,0.639972073316304,0.999923837534591
"CACYBP",2137003.14184063,0.712196939200731,1.5236317906031,0.467433761616919,0.640189572369386,0.999923837534591
"CPT2",14471491.7304111,0.128591108449452,0.275232969341911,0.467208230020249,0.640350905999328,0.999923837534591
"RPLP0",33849808.6203211,-0.0742715888531059,0.159267121889161,-0.466333465263431,0.640976828217447,0.999923837534591
"COMT",1035486.41520789,1.21705035227432,2.61368448519484,0.465645474489472,0.64146928709846,0.999923837534591
"KRT18",1238390.40040905,-1.10853631132316,2.38255141812295,-0.46527277560142,0.641736128203026,0.999923837534591
"ERGIC1",1070016.70585216,1.08860431219459,2.34110303495625,0.464996326919431,0.641934086972616,0.999923837534591
"APOC2",1130318.93076319,1.341582619188,2.88536013241477,0.464961931135169,0.641958718811223,0.999923837534591
"MTDH",464379.064257979,1.33690920964841,2.88536024415815,0.463342216056101,0.643119090348439,0.999923837534591
"NSDHL",167671.611526826,-1.33465891975398,2.88536055167807,-0.462562267643731,0.64367815997325,0.999923837534591
"KPNA1",338012.737305692,-1.33199383028219,2.88536030084333,-0.46163864869593,0.644340473994037,0.999923837534591
"RTN3",1253196.15003817,-1.33194197551111,2.88536012079826,-0.461620705821157,0.644353343372866,0.999923837534591
"ANKRD2",77060.8603478322,-1.33130210161191,2.88536113540521,-0.461398777877745,0.644512528170211,0.999923837534591
"SLC8A1",2687326.55518952,-0.131578187170391,0.285511406045185,-0.46085089556656,0.6449055837724,0.999923837534591
"HACD2",583788.365605793,1.32937724184176,2.88536020495907,0.460731814196701,0.64499102693161,0.999923837534591
"CEBPZOS",3105861.55599576,-1.29322562120455,2.81205595667286,-0.459886161986143,0.645597933355815,0.999923837534591
"SACM1L",1354982.87629671,0.506516000107739,1.10462965643263,0.458539201041837,0.646565105623089,0.999923837534591
"NDUFAF1",868910.226528188,-0.876608902427349,1.91358925856291,-0.458096688463686,0.646882977964766,0.999923837534591
"BPGF-1",123498.955796201,1.32128314687007,2.88536076465212,0.457926496768376,0.647005249804209,0.999923837534591
"hCG_2032701",1071227.37627561,-0.505553871406364,1.10462956139819,-0.457668243792478,0.647190806237857,0.999923837534591
"SNRPN",1654916.9409782,1.32029313856835,2.8853601072954,0.457583486799478,0.647251709466388,0.999923837534591
"HSPH1",260482.679867542,1.18521466637661,2.59233286617459,0.457200030845416,0.647527276190951,0.999923837534591
"ETF1",702958.988175392,-0.489432823502009,1.07051833609826,-0.457192377746518,0.647532776504576,0.999923837534591
"EHD1",4141392.30022414,0.226048959534529,0.494540497292492,0.45708887497,0.647607166265433,0.999923837534591
"HEL-S-70p",3192694.24494613,0.500821374701728,1.09716140355851,0.456470099182648,0.648051967658295,0.999923837534591
"AK1",231306456.889913,0.120075417550313,0.263622300516343,0.455482777121388,0.648761955360124,0.999923837534591
"IDH3B",51099614.9339157,0.0689874340462408,0.151810320988596,0.454431777740746,0.649518084612477,0.999923837534591
"ESD",38677660.967363,0.131806498865981,0.290056289834402,0.454416964863031,0.649528744147629,0.999923837534591
"ARMCX2",476797.991905997,0.865783823673392,1.9068349848822,0.45404234269746,0.649798350869934,0.999923837534591
"MVP",3303254.32811397,-0.21291271256733,0.46902911214522,-0.453943491041572,0.649869499720103,0.999923837534591
"HNRNPC",13206733.9876419,-0.109208580031057,0.240581012196633,-0.453936821671523,0.649874300139193,0.999923837534591
"C12orf57",1440357.14993953,-1.17795221484421,2.59584209718701,-0.45378423291644,0.649984133068285,0.999923837534591
"CD55",1644788.24888601,0.696326250922391,1.53536815492528,0.453523963414676,0.650171491825023,0.999923837534591
"HLA-DRA",2898707.08445378,0.708918954092166,1.56445945892651,0.45313986888392,0.650448028216074,0.999923837534591
"PDLIM5",5322240.29977104,-0.329559374494942,0.727451730046345,-0.45303263554538,0.650525241558012,0.999923837534591
"HEL-S-44",241974774.740469,0.16220878630161,0.358092868548324,0.452979661279461,0.650563387050903,0.999923837534591
"MYOF",127301.252782472,1.18931450513469,2.63410232706995,0.451506569396499,0.65162449136481,0.999923837534591
"MAOB",75550929.6630311,-0.0707972393802945,0.156849777704648,-0.451369714489538,0.651723107189256,0.999923837534591
"CHCHD2",17204133.6470933,-0.146845979766895,0.325804870697048,-0.450717570467019,0.652193117146684,0.999923837534591
"UQCC1",2884759.10279583,0.486792434018176,1.08043900241199,0.450550593722971,0.652313482009594,0.999923837534591
"NUCB2",289165.649427852,1.2849132721398,2.85355498551021,0.450285093038099,0.652504886310287,0.999923837534591
"HEL-S-36",1011024.90080535,-0.358389881657321,0.796901954603137,-0.449728952962353,0.65290589202326,0.999923837534591
"VKORC1",5923107.51376958,1.29513380329942,2.88536006899294,0.448863841021912,0.653529881750679,0.999923837534591
"SNTB2",716394.906752885,-0.862569117258076,1.92612463997716,-0.447826220253485,0.654278618630797,0.999923837534591
"VPS28",882905.180656078,-1.15861728250218,2.59599527280895,-0.446309473148046,0.655373714290951,0.999923837534591
"F2",7080031.69201296,-0.210704548356191,0.472203487701515,-0.446215569863345,0.655441537123021,0.999923837534591
"RAD23A",3943112.99646709,-0.357364874858005,0.801459470995893,-0.445892634363586,0.655674803051105,0.999923837534591
"MCAM",4120177.56296572,-0.186236618150075,0.418047252143906,-0.44549178877503,0.655964392479437,0.999923837534591
"ARPP19",1055429.92150551,1.28509105007075,2.88536013649237,0.445383241356136,0.656042821065187,0.999923837534591
"CMBL",10963292.26959,0.356757576337057,0.802507513552827,0.444553565308859,0.656642410715136,0.999923837534591
"F9",3651271.30112618,0.685702110397206,1.54337609533382,0.444287113471778,0.656835016864944,0.999923837534591
"FBXL8",503828.784043588,-1.27909247062114,2.88536021731083,-0.443304258146757,0.657545676244026,0.999923837534591
"NEK9",178266.377510083,1.03935801374185,2.34476314748553,0.443267805047358,0.657572039833741,0.999923837534591
"GGT5",3085141.54868257,0.365299850537029,0.824588420322935,0.44300870777929,0.657759436284744,0.999923837534591
